category,description,recommendation,standard,price
נגישות,"סף מפתן גבוה בכניסה לבניין — מפתן (סף) גבוה בכניסה לבניין המונע מעבר כיסא גלגלים או עגלת תינוק. הפרש גובה מעל 2 ס""מ ללא רמפה","התקנת רמפון (ramp insert) או הורדת מפתן לגובה תקני, ביצוע מעבר חלק ללא הפרשי גובה","ת""י 1918 חלק 1 — הפרש גובה מקסימלי בכניסה נגישה הוא 2 ס""מ, מעל לכך נדרשת רמפה או הורדת מפלס","₪ 2,000"
דלתות פנים ונגרות,"דלת לא נסגרת כראוי — דלת פנים שלא נסגרת כראוי — שפשוף ברצפה, משקוף עקום, או ציר רופף","כוונון צירים, שיוף תחתית דלת, או החלפת דלת",NULL,₪ 400
דלתות פנים ונגרות,"מנעול תקוע / לא נועל — מנעול דלת שלא פועל כראוי — תקוע, קשה לסיבוב, או לא נועל","שימון, כוונון או החלפת מנעול",NULL,₪ 450
דלתות פנים ונגרות,"משקוף פגום / לא ישר — משקוף דלת שעקום, פגום או לא מותקן ישר",יישור או החלפת משקוף,NULL,₪ 800
דלתות פנים ונגרות,ארון מטבח — דלת לא מיושרת — דלת ארון מטבח שלא מיושרת — לא נסגרת כראוי או לא במפלס עם שאר הדלתות,"כוונון צירים, יישור דלת",NULL,₪ 300
דלתות פנים ונגרות,"דלת כניסה — אטימה לקויה — דלת כניסה ראשית שלא אוטמת כראוי — חדירת אוויר, אור או מים","החלפת אטמים, כוונון דלת, תיקון מסגרת","ת""י 23 — דלת כניסה חייבת לאטום כנגד חדירת מים ואוויר",₪ 600
צביעה,"פילינג / התקלפות צבע — צבע שמתקלף מהקיר או התקרה. עלול לנבוע מרטיבות, הכנה לקויה או צבע לא מתאים","גירוד צבע ישן, הכנת משטח, צביעה ב-2 שכבות","ת""י 1515 חלק 3 — צבע חייב להיות צמוד ואחיד — התקלפות מהווה ליקוי",₪ 800
צביעה,"כתמים / אי-אחידות בצבע — כתמי צבע, הבדלי גוון, או חוסר אחידות במשטח הצבוע",צביעה מחדש של המשטח הפגום ב-2 שכבות,"ת""י 1515 חלק 3 — צביעה חייבת להיות אחידה בגוון ובמרקם",₪ 500
צביעה,"טפטופי צבע / שפכים — טפטופי צבע נראים לעין על קירות, תקרות, או על אלמנטים סמוכים (חלונות, דלתות, ריצוף)",ניקוי טפטופים ותיקון מקומי,NULL,₪ 300
מיזוג אוויר,מזגן לא מקרר / לא מחמם — יחידת מיזוג אוויר שלא מגיעה לטמפרטורה הנדרשת,"בדיקת גז, ניקוי מסננים, תיקון או החלפת יחידה",NULL,₪ 600
מיזוג אוויר,רעש חריג מיחידת מיזוג — רעש חריג מיחידה פנימית או חיצונית של המזגן,"בדיקת חיבורים, איזון מאוורר, תיקון",NULL,₪ 500
מיזוג אוויר,נזילת קונדנס ממזגן — נזילת מים (קונדנסציה) מיחידת המזגן הפנימית,"בדיקת צנרת ניקוז קונדנס, ניקוי או תיקון",NULL,₪ 400
גז,"צנרת גז – נזילה או התקנה לקויה — נזילת גז מצנרת הגז הפנימית בדירה, חיבורים לא אטומים, או צנרת שאינה עומדת בדרישות התקן",לזמן טכנאי גז מוסמך לתיקון מיידי. אין לבצע תיקונים עצמאיים בצנרת גז. לבצע בדיקת אטימות לאחר התיקון,"ת""י 158 — מערכת גז פנימית חייבת לעמוד בבדיקת אטימות בלחץ של 60 מיליבר למשך 15 דקות ללא ירידת לחץ.","₪ 1,500"
גז,"ברז גז – חסר או לא תקין — ברז ניתוק גז חסר לפני מכשיר צורך גז (תנור, קומקום גז), או שברז קיים אינו סוגר כראוי","להתקין ברז גז תקני לפני כל מכשיר צורך גז, באמצעות טכנאי גז מוסמך","ת""י 158 — יש להתקין ברז ניתוק נפרד לפני כל מכשיר צורך גז, מסוג שסתום כדורי מאושר.",₪ 500
גז,גז — נזילה או ריח — חשד לנזילת גז — ריח גז או תוצאת בדיקת לחץ לא תקינה,"סגירת ברז ראשי, קריאה לטכנאי גז מוסמך מיידית",תקנות הגז — מערכת גז חייבת להיות אטומה לחלוטין — בדיקת לחץ חובה,₪ 800
גז,צנרת גז חשופה / לא מוגנת — צנרת גז שחשופה או לא מוגנת בהתאם לתקנות,הגנה על צנרת בהתאם לתקנות,תקנות הגז — צנרת גז חייבת להיות מוגנת ומסומנת,₪ 600
