index,category,title,description_clean,recommendation,cost_text,standard,standard_ref,severity,raw_description
118,כלים סניטריים,נזילה מניאגרה (מיכל הדחה),נזילת מים מתמדת מהניאגרה לתוך האסלה (מים זורמים ללא הפסקה) או דליפה חיצונית מהמיכל,"להחליף את מנגנון הניאגרה הפנימי (שסתום מצוף ושסתום פריקה), לבדוק אטימות חיבורי המים",₪150-₪450 (ליחידה),"ת""י 1205 חלק 2 — מנגנון ההדחה חייב להיות אטום ולעצור זרימת מים לאחר סיום מחזור ההדחה.","ת""י 1205 חלק 2 — מנגנון ההדחה חייב להיות אטום ולעצור זרימת מים לאחר סיום מחזור ההדחה.",medium,"**נזילה מניאגרה (מיכל הדחה)** — נזילת מים מתמדת מהניאגרה לתוך האסלה (מים זורמים ללא הפסקה) או דליפה חיצונית מהמיכל.. המלצה: להחליף את מנגנון הניאגרה הפנימי (שסתום מצוף ושסתום פריקה), לבדוק אטימות חיבורי המים.. עלות משוערת: ₪150-₪450 (ליחידה)"
119,כלים סניטריים,כיור/כיור רחצה סדוק או פגום,"סדק, שבר, או פגם בכיור המטבח או כיור חדר הרחצה. פגם אסתטי ופוטנציאל לדליפת מים",להחליף את הכיור הפגום בכיור חדש תקין ולחבר מחדש את הצנרת,₪500-₪2000 (ליחידה),"ת""י 1205 חלק 2 — כלים סניטריים יסופקו ויותקנו ללא פגמים, סדקים, שברים או פגיעה בציפוי.","ת""י 1205 חלק 2 — כלים סניטריים יסופקו ויותקנו ללא פגמים, סדקים, שברים או פגיעה בציפוי.",medium,"**כיור/כיור רחצה סדוק או פגום** — סדק, שבר, או פגם בכיור המטבח או כיור חדר הרחצה. פגם אסתטי ופוטנציאל לדליפת מים.. המלצה: להחליף את הכיור הפגום בכיור חדש תקין ולחבר מחדש את הצנרת.. עלות משוערת: ₪500-₪2000 (ליחידה)"
120,כלים סניטריים,אמבטיה – אטימה לקויה בחיבור לקיר,"אמבטיה שאינה אטומה כראוי בחיבור לקיר, מים חודרים מאחורי האמבטיה וגורמים לנזקי רטיבות","להסיר את האיטום הישן, לנקות ולייבש את המשטח, ולמרוח סיליקון סניטרי איכותי עמיד לעובש",₪150-₪400 (ליחידה),"ת""י 1205 חלק 2 — חיבור האמבטיה לקיר חייב להיות אטום למים באמצעות חומר איטום גמיש (סיליקון סניטרי) למניעת חדירת מים.","ת""י 1205 חלק 2 — חיבור האמבטיה לקיר חייב להיות אטום למים באמצעות חומר איטום גמיש (סיליקון סניטרי) למניעת חדירת מים.",medium,"**אמבטיה – אטימה לקויה בחיבור לקיר** — אמבטיה שאינה אטומה כראוי בחיבור לקיר, מים חודרים מאחורי האמבטיה וגורמים לנזקי רטיבות.. המלצה: להסיר את האיטום הישן, לנקות ולייבש את המשטח, ולמרוח סיליקון סניטרי איכותי עמיד לעובש.. עלות משוערת: ₪150-₪400 (ליחידה)"
121,כלים סניטריים,מקלחון – נזילה מדלת/מחיצת זכוכית,"נזילת מים מדלת המקלחון או ממחיצת הזכוכית, גורמת להצפת מים מחוץ לתא המקלחת","להחליף רצועות איטום (seals) של דלת המקלחון, לכוונן את הדלת, או לתקן את פרופיל האלומיניום",₪200-₪800 (ליחידה),NULL,NULL,medium,"**מקלחון – נזילה מדלת/מחיצת זכוכית** — נזילת מים מדלת המקלחון או ממחיצת הזכוכית, גורמת להצפת מים מחוץ לתא המקלחת.. המלצה: להחליף רצועות איטום (seals) של דלת המקלחון, לכוונן את הדלת, או לתקן את פרופיל האלומיניום.. עלות משוערת: ₪200-₪800 (ליחידה)"
122,כלים סניטריים,ראש מקלחת (דוש) – לחץ נמוך או סתימה,"ראש המקלחת מפזר מים בצורה לא אחידה, זרימה חלשה, או חלק מהנחירים סתומים בשל אבנית","לנקות את ראש המקלחת מאבנית (השרייה בחומץ), או להחליף בראש מקלחת חדש",₪50-₪300 (ליחידה),NULL,NULL,low,"**ראש מקלחת (דוש) – לחץ נמוך או סתימה** — ראש המקלחת מפזר מים בצורה לא אחידה, זרימה חלשה, או חלק מהנחירים סתומים בשל אבנית.. המלצה: לנקות את ראש המקלחת מאבנית (השרייה בחומץ), או להחליף בראש מקלחת חדש.. עלות משוערת: ₪50-₪300 (ליחידה)"
123,כלים סניטריים,חיבור מכונת כביסה – ללא סיפון וללא ברז ניתוק,"נקודת חיבור מכונת הכביסה ללא סיפון (חיבור ישיר לביוב), ללא ברז ניתוק נפרד, או עם צנרת ניקוז לא מותאמת","להתקין סיפון תקני, ברז ניתוק נפרד (אנגל), ונקודת ניקוז בקוטר 50 מ""מ לפחות",₪300-₪800 (ליחידה),"ת""י 1205 חלק 2 — חיבור מכונת כביסה חייב לכלול סיפון עם מחסום ריח, ברז ניתוק נפרד למים, וניקוז בקוטר מתאים.","ת""י 1205 חלק 2 — חיבור מכונת כביסה חייב לכלול סיפון עם מחסום ריח, ברז ניתוק נפרד למים, וניקוז בקוטר מתאים.",medium,"**חיבור מכונת כביסה – ללא סיפון וללא ברז ניתוק** — נקודת חיבור מכונת הכביסה ללא סיפון (חיבור ישיר לביוב), ללא ברז ניתוק נפרד, או עם צנרת ניקוז לא מותאמת.. המלצה: להתקין סיפון תקני, ברז ניתוק נפרד (אנגל), ונקודת ניקוז בקוטר 50 מ""מ לפחות.. עלות משוערת: ₪300-₪800 (ליחידה)"
124,כלים סניטריים,חיבור מדיח כלים – ללא סיפון וללא מפסק,"נקודת חיבור מדיח הכלים ללא סיפון, ללא ברז ניתוק, או ללא לולאה עילית (high loop) בצנרת הניקוז","להתקין סיפון ולולאה עילית לצנרת הניקוז, להוסיף ברז ניתוק נפרד",₪250-₪600 (ליחידה),"ת""י 1205 חלק 2 — חיבור מדיח כלים חייב לכלול סיפון, ברז ניתוק, וצנרת ניקוז עם לולאה עילית למניעת זרימה חוזרת.","ת""י 1205 חלק 2 — חיבור מדיח כלים חייב לכלול סיפון, ברז ניתוק, וצנרת ניקוז עם לולאה עילית למניעת זרימה חוזרת.",medium,"**חיבור מדיח כלים – ללא סיפון וללא מפסק** — נקודת חיבור מדיח הכלים ללא סיפון, ללא ברז ניתוק, או ללא לולאה עילית (high loop) בצנרת הניקוז.. המלצה: להתקין סיפון ולולאה עילית לצנרת הניקוז, להוסיף ברז ניתוק נפרד.. עלות משוערת: ₪250-₪600 (ליחידה)"
125,כלים סניטריים,אסלה תלויה – מסגרת הרכבה (סטלז') רופפת,"מסגרת ההרכבה של אסלה תלויה (concealed cistern frame) רופפת, גורמת לתנודות באסלה ולסיכון בטיחותי","לחזק את עיגון מסגרת ההרכבה לקיר ולרצפה, להדק את כל הברגים, ולוודא יציבות מלאה",₪400-₪1500 (ליחידה),"ת""י 1205 חלק 2 — מסגרת הרכבה לאסלה תלויה חייבת לשאת עומס מינימלי של 400 ק""ג ולהיות מעוגנת לרצפה ולקיר.","ת""י 1205 חלק 2 — מסגרת הרכבה לאסלה תלויה חייבת לשאת עומס מינימלי של 400 ק""ג ולהיות מעוגנת לרצפה ולקיר.",medium,"**אסלה תלויה – מסגרת הרכבה (סטלז') רופפת** — מסגרת ההרכבה של אסלה תלויה (concealed cistern frame) רופפת, גורמת לתנודות באסלה ולסיכון בטיחותי.. המלצה: לחזק את עיגון מסגרת ההרכבה לקיר ולרצפה, להדק את כל הברגים, ולוודא יציבות מלאה.. עלות משוערת: ₪400-₪1500 (ליחידה)"
126,כלים סניטריים,כפתור הפעלה (לחצן) ניאגרה סמויה – לא תקין,"כפתור ההפעלה של ניאגרה סמויה (concealed cistern) לא עובד, תקוע, או אינו מפעיל את שני נפחי השטיפה (3/6 ליטר)","להחליף את מנגנון ההפעלה הפנימי של הניאגרה, לכוונן את מוטות ההפעלה, ולבדוק תקינות שני מצבי השטיפה",₪200-₪700 (ליחידה),NULL,NULL,medium,"**כפתור הפעלה (לחצן) ניאגרה סמויה – לא תקין** — כפתור ההפעלה של ניאגרה סמויה (concealed cistern) לא עובד, תקוע, או אינו מפעיל את שני נפחי השטיפה (3/6 ליטר).. המלצה: להחליף את מנגנון ההפעלה הפנימי של הניאגרה, לכוונן את מוטות ההפעלה, ולבדוק תקינות שני מצבי השטיפה.. עלות משוערת: ₪200-₪700 (ליחידה)"
127,כלים סניטריים,התקנת כלי סניטרי בגובה לא תקני,"כיור, אסלה, או כלי סניטרי אחר מותקן בגובה שאינו עומד בדרישות הנגישות או התקן (גבוה/נמוך מדי)",לפרק ולהתקין מחדש את הכלי הסניטרי בגובה התקני המתאים,₪300-₪1200 (ליחידה),"ת""י 1205 חלק 2 — גובהות התקנה מומלצים: כיור רחצה – 80-85 ס""מ, אסלה – 40-42 ס""מ, כיור מטבח – 85-90 ס""מ (מידות מדף עליון).","ת""י 1205 חלק 2 — גובהות התקנה מומלצים: כיור רחצה – 80-85 ס""מ, אסלה – 40-42 ס""מ, כיור מטבח – 85-90 ס""מ (מידות מדף עליון).",low,"**התקנת כלי סניטרי בגובה לא תקני** — כיור, אסלה, או כלי סניטרי אחר מותקן בגובה שאינו עומד בדרישות הנגישות או התקן (גבוה/נמוך מדי).. המלצה: לפרק ולהתקין מחדש את הכלי הסניטרי בגובה התקני המתאים.. עלות משוערת: ₪300-₪1200 (ליחידה)"
128,כלים סניטריים,סיליקון סניטרי פגום או מעופש סביב כלים סניטריים,"סיליקון סניטרי סביב כיור, אמבטיה, אסלה, או משטח עבודה שחור מעובש, סדוק, מתקלף, או חסר","להסיר את הסיליקון הישן בשלמותו, לנקות ולחטא את המשטח, ולמרוח סיליקון סניטרי חדש עמיד לעובש",₪100-₪350 (ליחידה),NULL,NULL,low,"**סיליקון סניטרי פגום או מעופש סביב כלים סניטריים** — סיליקון סניטרי סביב כיור, אמבטיה, אסלה, או משטח עבודה שחור מעובש, סדוק, מתקלף, או חסר.. המלצה: להסיר את הסיליקון הישן בשלמותו, לנקות ולחטא את המשטח, ולמרוח סיליקון סניטרי חדש עמיד לעובש.. עלות משוערת: ₪100-₪350 (ליחידה)"
